model,condition,country,language,question_id,value_dimension,modal_response,consensus_count,consistency_rate
anthropic/claude-sonnet-4.5,imitation,Austria,en,F063,Survival vs. Self-Expression,4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Austria,en,F118,Survival vs. Self-Expression,8,5,1.0
anthropic/claude-sonnet-4.5,imitation,Austria,en,F120,Survival vs. Self-Expression,7,5,1.0
anthropic/claude-sonnet-4.5,imitation,Austria,en,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Austria,en,Y002,Traditional vs. Secular-Rational,2 4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Austria,en,Y003,Traditional vs. Secular-Rational,1 4 6 8 10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,en,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,en,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,en,E018,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,en,E025,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,en,F063,Survival vs. Self-Expression,5,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,en,F118,Survival vs. Self-Expression,3,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,en,F120,Survival vs. Self-Expression,5,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,en,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,en,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,en,Y003,Traditional vs. Secular-Rational,1 4 6 8 10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,ru,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,ru,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,ru,E018,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,ru,E025,Traditional vs. Secular-Rational,3,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,ru,F063,Survival vs. Self-Expression,5,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,ru,F118,Survival vs. Self-Expression,3,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,ru,F120,Survival vs. Self-Expression,5,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,ru,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,ru,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belarus,ru,Y003,Traditional vs. Secular-Rational,3 4 6 2 1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,de,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,de,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,de,E018,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,de,E025,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,de,F063,Survival vs. Self-Expression,3,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,de,F118,Survival vs. Self-Expression,9,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,de,F120,Survival vs. Self-Expression,7,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,de,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,de,Y002,Traditional vs. Secular-Rational,2 4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,de,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,0.8
anthropic/claude-sonnet-4.5,imitation,Belgium,en,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,en,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,en,E018,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,en,E025,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,en,F063,Survival vs. Self-Expression,4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,en,F118,Survival vs. Self-Expression,8,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,en,F120,Survival vs. Self-Expression,7,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,en,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,en,Y002,Traditional vs. Secular-Rational,2 4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,en,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,0.6
anthropic/claude-sonnet-4.5,imitation,Belgium,fr,A008,Traditional vs. Secular-Rational,NA,5,0.0
anthropic/claude-sonnet-4.5,imitation,Belgium,fr,A165,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,fr,E018,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,fr,E025,Traditional vs. Secular-Rational,NA,5,0.0
anthropic/claude-sonnet-4.5,imitation,Belgium,fr,F063,Survival vs. Self-Expression,4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,fr,F118,Survival vs. Self-Expression,9,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,fr,F120,Survival vs. Self-Expression,7,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,fr,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,fr,Y002,Traditional vs. Secular-Rational,2 4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Belgium,fr,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,en,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,en,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,en,E018,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,en,E025,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,en,F063,Survival vs. Self-Expression,9,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,en,F118,Survival vs. Self-Expression,5,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,en,F120,Survival vs. Self-Expression,3,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,en,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,en,Y002,Traditional vs. Secular-Rational,3 2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,en,Y003,Traditional vs. Secular-Rational,1 4 6 9 10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,es,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,es,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,es,E018,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,es,E025,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,es,F063,Survival vs. Self-Expression,8,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,es,F118,Survival vs. Self-Expression,5,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,es,F120,Survival vs. Self-Expression,3,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,es,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,es,Y002,Traditional vs. Secular-Rational,3 2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Bolivia,es,Y003,Traditional vs. Secular-Rational,1 4 6 8 10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,en,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,en,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,en,E018,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,en,E025,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,en,F063,Survival vs. Self-Expression,8,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,en,F118,Survival vs. Self-Expression,7,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,en,F120,Survival vs. Self-Expression,5,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,en,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,en,Y002,Traditional vs. Secular-Rational,2 4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,en,Y003,Traditional vs. Secular-Rational,1 4 6 8 10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,pt,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,pt,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,pt,E018,Traditional vs. Secular-Rational,2,5,0.6
anthropic/claude-sonnet-4.5,imitation,Brazil,pt,E025,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,pt,F063,Survival vs. Self-Expression,8,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,pt,F118,Survival vs. Self-Expression,7,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,pt,F120,Survival vs. Self-Expression,4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,pt,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,pt,Y002,Traditional vs. Secular-Rational,2 4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Brazil,pt,Y003,Traditional vs. Secular-Rational,1 4 6 8 10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,en,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,en,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,en,E018,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,en,E025,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,en,F063,Survival vs. Self-Expression,10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,en,F118,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,en,F120,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,en,G006,Survival vs. Self-Expression,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,en,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,en,Y003,Traditional vs. Secular-Rational,1 4 6 9 11,5,0.8
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,fr,A008,Traditional vs. Secular-Rational,NA,5,0.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,fr,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,fr,E018,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,fr,E025,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,fr,F063,Survival vs. Self-Expression,10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,fr,F118,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,fr,F120,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,fr,G006,Survival vs. Self-Expression,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,fr,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Burkina Faso,fr,Y003,Traditional vs. Secular-Rational,1 4 6 9 10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,en-native,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,en-native,A165,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,en-native,E018,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,en-native,E025,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,en-native,F063,Survival vs. Self-Expression,4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,en-native,F118,Survival vs. Self-Expression,9,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,en-native,F120,Survival vs. Self-Expression,7,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,en-native,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,en-native,Y002,Traditional vs. Secular-Rational,4 2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,en-native,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,fr,A008,Traditional vs. Secular-Rational,NA,5,0.0
anthropic/claude-sonnet-4.5,imitation,Canada,fr,A165,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,fr,E018,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,fr,E025,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,fr,F063,Survival vs. Self-Expression,5,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,fr,F118,Survival vs. Self-Expression,9,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,fr,F120,Survival vs. Self-Expression,7,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,fr,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,fr,Y002,Traditional vs. Secular-Rational,2 4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Canada,fr,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,en,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,en,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,en,E018,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,en,E025,Traditional vs. Secular-Rational,1,5,0.8
anthropic/claude-sonnet-4.5,imitation,Chile,en,F063,Survival vs. Self-Expression,7,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,en,F118,Survival vs. Self-Expression,7,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,en,F120,Survival vs. Self-Expression,5,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,en,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,en,Y002,Traditional vs. Secular-Rational,2 4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,en,Y003,Traditional vs. Secular-Rational,1 4 6 8 10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,es,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,es,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,es,E018,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,es,E025,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,es,F063,Survival vs. Self-Expression,6,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,es,F118,Survival vs. Self-Expression,7,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,es,F120,Survival vs. Self-Expression,5,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,es,G006,Survival vs. Self-Expression,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,es,Y002,Traditional vs. Secular-Rational,2 4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Chile,es,Y003,Traditional vs. Secular-Rational,4 6 8 10 3,5,0.8
anthropic/claude-sonnet-4.5,imitation,China,en,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,en,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,en,E018,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,en,E025,Traditional vs. Secular-Rational,3,5,0.6
anthropic/claude-sonnet-4.5,imitation,China,en,F063,Survival vs. Self-Expression,3,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,en,F118,Survival vs. Self-Expression,5,5,0.8
anthropic/claude-sonnet-4.5,imitation,China,en,F120,Survival vs. Self-Expression,6,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,en,G006,Survival vs. Self-Expression,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,en,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,en,Y003,Traditional vs. Secular-Rational,3 4 8 10 11,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,zh-cn,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,zh-cn,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,zh-cn,E018,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,zh-cn,E025,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,zh-cn,F063,Survival vs. Self-Expression,3,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,zh-cn,F118,Survival vs. Self-Expression,5,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,zh-cn,F120,Survival vs. Self-Expression,5,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,zh-cn,G006,Survival vs. Self-Expression,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,zh-cn,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
anthropic/claude-sonnet-4.5,imitation,China,zh-cn,Y003,Traditional vs. Secular-Rational,1 3 4 6 8,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,en,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,en,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,en,E018,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,en,E025,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,en,F063,Survival vs. Self-Expression,9,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,en,F118,Survival vs. Self-Expression,7,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,en,F120,Survival vs. Self-Expression,4,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,en,G006,Survival vs. Self-Expression,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,en,Y002,Traditional vs. Secular-Rational,3 2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,en,Y003,Traditional vs. Secular-Rational,1 4 6 9 10,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,es,A008,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,es,A165,Traditional vs. Secular-Rational,2,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,es,E018,Traditional vs. Secular-Rational,1,5,1.0
anthropic/claude-sonnet-4.5,imitation,Colombia,es,E025,Traditional vs. Secular-Rational,2,5,1.0
