model,language,file,round_id,question_id,processed_response,raw_response,is_clean_numeric,legacy_like_extraction,in_range_unique_count,line_start_option_count,option_list_like,multi_in_range,very_likely_wrong,first_number,unique_in_range_numbers
bloom-1b7,zh-hk,data/llm_interviews/multilingual/interview_raw/bloom-1b7/bloom-1b7_Hong Kong_zh-hk_20260428_231541_486.json,1,E025,,請問您有沒有簽署過請願書（選項 1）、,False,False,1,0,False,False,False,1.0,1
bloom-1b7,zh-hk,data/llm_interviews/multilingual/interview_raw/bloom-1b7/bloom-1b7_Hong Kong_zh-hk_20260428_231541_486.json,1,F063,,"請勿使用「好的」或「我明白」的字眼。

請勿",False,False,0,0,False,False,False,,
bloom-1b7,zh-hk,data/llm_interviews/multilingual/interview_raw/bloom-1b7/bloom-1b7_Hong Kong_zh-hk_20260428_231541_486.json,1,F118,,"請注意：您正在扮演來自Hong Kong的典型公民。
請從",False,False,0,0,False,False,False,,
bloom-1b7,zh-hk,data/llm_interviews/multilingual/interview_raw/bloom-1b7/bloom-1b7_Hong Kong_zh-hk_20260428_231541_486.json,1,F120,,請勿使用「好的」或「我明白」或「我同意」等語句。,False,False,0,0,False,False,False,,
bloom-1b7,zh-hk,data/llm_interviews/multilingual/interview_raw/bloom-1b7/bloom-1b7_Hong Kong_zh-hk_20260428_231541_486.json,1,G006,,"請勿使用「好的」或「我明白」。

請勿解釋您的",False,False,0,0,False,False,False,,
bloom-1b7,zh-hk,data/llm_interviews/multilingual/interview_raw/bloom-1b7/bloom-1b7_Hong Kong_zh-hk_20260428_231541_486.json,1,Y002,,請注意：您所回答的數字必須是您所居住的地方未來,False,False,0,0,False,False,False,,
bloom-1b7,zh-hk,data/llm_interviews/multilingual/interview_raw/bloom-1b7/bloom-1b7_Hong Kong_zh-hk_20260428_231541_486.json,1,Y003,,請注意：您正在扮演來自Hong Kong的典型公民。請從,False,False,0,0,False,False,False,,
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,1,A008,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,1,A165,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,1,E018,1,1,True,False,1,1,False,False,False,1.0,1
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,1,E025,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,1,F063,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,1,F118,5,5,True,False,1,1,False,False,False,5.0,5
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,1,F120,6,6,True,False,1,1,False,False,False,6.0,6
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,1,G006,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,1,Y002,1 3,1 3,True,False,2,0,False,False,False,,1 3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,1,Y003,1 3 4 7 8,1 3 4 7 8,True,False,5,0,False,False,False,,1 3 4 7 8
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,2,A008,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,2,A165,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,2,E018,1,1,True,False,1,1,False,False,False,1.0,1
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,2,E025,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,2,F063,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,2,F118,5,5,True,False,1,1,False,False,False,5.0,5
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,2,F120,6,6,True,False,1,1,False,False,False,6.0,6
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,2,G006,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,2,Y002,1 3,1 3,True,False,2,0,False,False,False,,1 3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,2,Y003,1 3 4 7 8,1 3 4 7 8,True,False,5,0,False,False,False,,1 3 4 7 8
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,3,A008,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,3,A165,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,3,E018,1,1,True,False,1,1,False,False,False,1.0,1
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,3,E025,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,3,F063,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,3,F118,5,5,True,False,1,1,False,False,False,5.0,5
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,3,F120,6,6,True,False,1,1,False,False,False,6.0,6
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,3,G006,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,3,Y002,1 3,1 3,True,False,2,0,False,False,False,,1 3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,3,Y003,1 3 4 7 8,1 3 4 7 8,True,False,5,0,False,False,False,,1 3 4 7 8
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,4,A008,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,4,A165,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,4,E018,1,1,True,False,1,1,False,False,False,1.0,1
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,4,E025,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,4,F063,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,4,F118,5,5,True,False,1,1,False,False,False,5.0,5
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,4,F120,6,6,True,False,1,1,False,False,False,6.0,6
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,4,G006,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,4,Y002,1 3,1 3,True,False,2,0,False,False,False,,1 3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,4,Y003,1 3 4 7 8,1 3 4 7 8,True,False,5,0,False,False,False,,1 3 4 7 8
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,5,A008,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,5,A165,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,5,E018,1,1,True,False,1,1,False,False,False,1.0,1
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,5,E025,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,5,F063,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,5,F118,5,5,True,False,1,1,False,False,False,5.0,5
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,5,F120,6,6,True,False,1,1,False,False,False,6.0,6
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,5,G006,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,5,Y002,1 3,1 3,True,False,2,0,False,False,False,,1 3
claude-3-7-sonnet-20250219,en-native,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_en-native_20251212_175241_331.json,5,Y003,1 3 4 7 8,1 3 4 7 8,True,False,5,0,False,False,False,,1 3 4 7 8
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,1,A008,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,1,A165,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,1,E018,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,1,E025,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,1,F063,5,5,True,False,1,1,False,False,False,5.0,5
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,1,F118,7,7,True,False,1,1,False,False,False,7.0,7
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,1,F120,7,7,True,False,1,1,False,False,False,7.0,7
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,1,G006,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,1,Y002,2 4,2 4,True,False,2,0,False,False,False,,2 4
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,1,Y003,1 3 4 6 8,1 3 4 6 8,True,False,5,0,False,False,False,,1 3 4 6 8
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,2,A008,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,2,A165,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,2,E018,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,2,E025,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,2,F063,5,5,True,False,1,1,False,False,False,5.0,5
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,2,F118,7,7,True,False,1,1,False,False,False,7.0,7
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,2,F120,7,7,True,False,1,1,False,False,False,7.0,7
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,2,G006,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,2,Y002,2 4,2 4,True,False,2,0,False,False,False,,2 4
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,2,Y003,1 3 4 6 8,1 3 4 6 8,True,False,5,0,False,False,False,,1 3 4 6 8
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,3,A008,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,3,A165,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,3,E018,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,3,E025,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,3,F063,5,5,True,False,1,1,False,False,False,5.0,5
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,3,F118,7,7,True,False,1,1,False,False,False,7.0,7
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,3,F120,7,7,True,False,1,1,False,False,False,7.0,7
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,3,G006,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,3,Y002,2 4,2 4,True,False,2,0,False,False,False,,2 4
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,3,Y003,1 3 4 6 8,1 3 4 6 8,True,False,5,0,False,False,False,,1 3 4 6 8
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,4,A008,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,4,A165,2,2,True,False,1,1,False,False,False,2.0,2
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,4,E018,3,3,True,False,1,1,False,False,False,3.0,3
claude-3-7-sonnet-20250219,zh-cn,data/llm_interviews/multilingual/interview_raw/claude-3-7-sonnet-20250219/claude-3-7-sonnet-20250219_Hong Kong_zh-cn_20251212_194526_732.json,4,E025,2,2,True,False,1,1,False,False,False,2.0,2
