year,country_code,weight,model_name,data_source,A008,A165,E018,E025,F063,F118,F120,G006,Y002,Y003,nan_count
2025,Belarus,1.0,google/gemini-2.0-flash-001,llm_roleplay,2,2,1,2,4,3,4,2,1.0,1.0,0
2025,Jordan,1.0,google/gemini-2.0-flash-001,llm_roleplay,2,2,1,2,10,1,2,1,1.0,-1.0,0
2025,Lebanon,1.0,google/gemini-2.0-flash-001,llm_roleplay,2,2,3,2,8,3,3,2,1.0,-1.0,0
2025,Mexico,1.0,google/gemini-2.0-flash-001,llm_roleplay,2,2,1,2,9,6,4,1,1.0,-1.0,0
2025,United Kingdom,1.0,google/gemini-2.0-flash-001,llm_roleplay,2,1,3,2,4,8,6,2,2.0,1.0,0
2025,Australia,1.0,google/gemini-2.0-flash-001,llm_roleplay,2,1,3,2,4,8,6,2,2.0,1.0,0
2025,Tunisia,1.0,google/gemini-2.0-flash-001,llm_roleplay,2,2,1,2,10,2,3,2,1.0,-1.0,0
2025,New Zealand,1.0,google/gemini-2.0-flash-001,llm_roleplay,2,1,2,2,4,9,6,1,2.0,1.0,0
2025,Singapore,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,6,5,5,2,1.0,1.0,0
2025,China,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,1,3,5,1,1.0,1.0,0
2025,Russian Federation,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,3,2,1,2,6,3,6,2,1.0,0.0,0
2025,Brazil,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,1,8,7,4,2,2.0,-1.0,0
2025,Guatemala,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,9,3,3,2,1.0,-1.0,0
2025,Egypt,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,9,1,2,1,1.0,-1.0,0
2025,Taiwan,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,2,1,5,7,6,2,3.0,0.0,0
2025,India,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,9,4,4,1,1.0,-1.0,0
2025,France,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,3,1,4,8,7,2,3.0,1.0,0
2025,United States,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,3,1,7,8,6,1,3.0,2.0,0
2025,Canada,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,1,2,1,5,9,7,1,3.0,2.0,0
2025,Belarus,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,6,3,7,2,1.0,,1
2025,Morocco,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,9,2,2,2,1.0,-1.0,0
2025,Argentina,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,1,8,7,5,2,2.0,1.0,0
2025,Tunisia,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,9,2,3,2,1.0,-1.0,0
2025,New Zealand,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,1,2,1,4,8,7,2,3.0,1.0,0
2025,Australia,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,1,2,1,4,8,7,2,3.0,1.0,0
2025,Germany,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,1,3,1,4,8,7,2,3.0,2.0,0
2025,Macao,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,5,5,5,2,1.0,0.0,0
2025,Spain,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,2,1,5,8,7,2,3.0,1.0,0
2025,Kyrgyzstan,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,8,2,3,2,1.0,-1.0,0
2025,Colombia,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,1,9,5,4,2,2.0,-1.0,0
2025,Chile,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,1,7,7,5,2,2.0,-1.0,0
2025,Lebanon,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,9,2,3,3,1.0,-1.0,0
2025,Iraq,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,3,2,1,2,10,1,2,1,1.0,,1
2025,Jordan,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,9,1,2,1,1.0,-1.0,0
2025,United Kingdom,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,1,2,1,4,8,7,2,3.0,1.0,0
2025,Mexico,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,1,8,5,4,1,2.0,-1.0,0
2025,Hong Kong,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,3,5,6,2,2.0,1.0,0
2025,Kazakhstan,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,7,3,5,2,1.0,,1
2025,Ecuador,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,9,4,3,2,1.0,-1.0,0
2025,Algeria,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,9,2,3,1,1.0,-1.0,0
2025,Tajikistan,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,9,1,2,1,1.0,-1.0,0
2025,Peru,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,2,8,5,3,2,1.0,-1.0,0
2025,Ukraine,1.0,anthropic/claude-3.7-sonnet,llm_roleplay,2,2,1,1,7,4,7,2,3.0,1.0,0
2025,India,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,8,5,5,1,2.0,1.0,0
2025,Australia,1.0,mistralai/mistral-nemo,llm_roleplay,1,1,1,1,3,9,5,1,3.0,2.0,0
2025,Algeria,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,9,3,3,1,2.0,-1.0,0
2025,France,1.0,mistralai/mistral-nemo,llm_roleplay,2,1,1,1,5,10,7,2,2.0,0.0,0
2025,Egypt,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,9,3,5,1,2.0,,1
2025,China,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,2,5,5,1,2.0,,1
2025,Brazil,1.0,mistralai/mistral-nemo,llm_roleplay,3,2,2,1,7,8,5,2,3.0,,1
2025,Iraq,1.0,mistralai/mistral-nemo,llm_roleplay,3,2,1,1,9,3,5,1,2.0,-1.0,0
2025,United States,1.0,mistralai/mistral-nemo,llm_roleplay,1,1,1,1,5,9,5,1,3.0,1.0,0
2025,Macao,1.0,mistralai/mistral-nemo,llm_roleplay,1,1,1,1,5,7,5,1,2.0,1.0,0
2025,Argentina,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,2,1,7,9,5,2,3.0,1.0,0
2025,Kazakhstan,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,7,5,5,2,2.0,,1
2025,Russian Federation,1.0,mistralai/mistral-nemo,llm_roleplay,3,2,1,1,5,4,5,2,2.0,1.0,0
2025,Kyrgyzstan,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,9,4,5,1,2.0,,1
2025,Germany,1.0,mistralai/mistral-nemo,llm_roleplay,2,1,1,1,3,10,7,2,2.0,1.0,0
2025,Morocco,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,9,3,5,2,2.0,-1.0,0
2025,Canada,1.0,mistralai/mistral-nemo,llm_roleplay,1,1,2,1,5,9,5,2,3.0,1.0,0
2025,Lebanon,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,2,1,9,5,5,2,3.0,0.0,0
2025,Singapore,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,5,5,5,1,2.0,,1
2025,Mexico,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,8,7,5,2,3.0,,1
2025,Spain,1.0,mistralai/mistral-nemo,llm_roleplay,2,1,1,1,4,9,5,2,2.0,1.0,0
2025,Hong Kong,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,2,1,4,7,5,2,2.0,1.0,0
2025,Jordan,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,9,3,5,1,2.0,-1.0,0
2025,United Kingdom,1.0,mistralai/mistral-nemo,llm_roleplay,2,1,1,1,3,9,5,1,2.0,1.0,0
2025,Taiwan,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,5,7,5,1,3.0,1.0,0
2025,Peru,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,8,7,5,2,2.0,1.0,0
2025,New Zealand,1.0,mistralai/mistral-nemo,llm_roleplay,1,1,2,1,4,10,5,1,3.0,2.0,0
2025,Colombia,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,8,7,5,2,3.0,1.0,0
2025,Chile,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,5,8,5,2,3.0,,1
2025,Guatemala,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,10,5,5,2,2.0,-1.0,0
2025,Tajikistan,1.0,mistralai/mistral-nemo,llm_roleplay,1,2,1,1,10,3,5,1,2.0,,1
2025,Ecuador,1.0,mistralai/mistral-nemo,llm_roleplay,1,2,1,1,7,5,4,1,3.0,1.0,0
2025,Belarus,1.0,mistralai/mistral-nemo,llm_roleplay,3,2,1,1,5,4,5,2,2.0,1.0,0
2025,Ukraine,1.0,mistralai/mistral-nemo,llm_roleplay,3,2,2,1,7,5,5,1,3.0,1.0,0
2025,Tunisia,1.0,mistralai/mistral-nemo,llm_roleplay,2,2,1,1,8,3,5,1,2.0,1.0,0
2025,Spain,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,1,2,2,2,6,8,7,1,2.0,2.0,0
2025,Ecuador,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,8,6,4,1,1.0,-1.0,0
2025,Guatemala,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,9,4,3,1,1.0,,1
2025,Chile,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,2,2,7,7,5,1,1.0,1.0,0
2025,Egypt,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,9,2,3,1,1.0,,1
2025,Brazil,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,1,2,2,2,8,8,5,1,1.0,1.0,0
2025,Jordan,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,9,2,2,1,1.0,,1
2025,United States,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,3,1,5,8,6,1,3.0,2.0,0
2025,Germany,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,1,3,1,3,8,7,2,3.0,2.0,0
2025,Australia,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,1,1,2,1,5,8,7,1,3.0,2.0,0
2025,Iraq,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,3,2,1,2,10,1,3,1,1.0,,1
2025,India,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,8,5,5,1,1.0,-1.0,0
2025,China,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,3,5,5,1,1.0,1.0,0
2025,France,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,3,1,4,8,8,1,3.0,2.0,0
2025,Russian Federation,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,6,4,5,1,1.0,2.0,0
2025,Tajikistan,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,9,2,3,1,1.0,-1.0,0
2025,Belarus,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,6,3,4,1,1.0,1.0,0
2025,Colombia,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,1,2,2,2,8,7,4,1,1.0,-1.0,0
2025,Mexico,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,2,2,8,7,5,1,1.0,1.0,0
2025,Ukraine,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,3,2,7,5,6,1,3.0,2.0,0
2025,Taiwan,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,2,2,5,7,6,1,3.0,1.0,0
2025,Hong Kong,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,2,2,5,7,5,2,2.0,1.0,0
2025,Canada,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,1,1,2,1,5,9,7,1,3.0,2.0,0
2025,Lebanon,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,3,2,8,3,4,2,1.0,-1.0,0
2025,United Kingdom,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,2,2,5,8,7,2,2.0,2.0,0
2025,Tunisia,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,2,2,8,3,4,1,1.0,-1.0,0
2025,New Zealand,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,1,1,2,1,5,9,7,1,3.0,2.0,0
2025,Kyrgyzstan,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,8,3,3,1,1.0,-1.0,0
2025,Algeria,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,9,2,3,1,1.0,,1
2025,Macao,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,2,2,6,6,5,1,1.0,1.0,0
2025,Peru,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,8,6,4,1,1.0,1.0,0
2025,Morocco,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,9,2,3,1,1.0,,1
2025,Singapore,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,6,6,6,1,1.0,1.0,0
2025,Kazakhstan,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,1,2,7,3,5,1,1.0,1.0,0
2025,Argentina,1.0,deepseek/deepseek-chat-v3-0324,llm_roleplay,2,2,3,2,7,8,6,2,1.0,1.0,0
2025,United States,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,3,2,6,8,6,1,3.0,2.0,0
2025,China,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,4,4,6,1,1.0,,1
2025,Germany,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,1,3,2,4,10,8,2,3.0,2.0,0
2025,Argentina,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,3,2,6,8,6,2,2.0,1.0,0
2025,India,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,8,4,4,1,1.0,,1
2025,United Kingdom,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,1,3,2,4,10,7,2,3.0,2.0,0
2025,Brazil,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,2,2,8,8,6,2,2.0,1.0,0
2025,Guatemala,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,8,4,2,2,1.0,-1.0,0
2025,Tunisia,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,2,2,8,4,4,2,2.0,,1
2025,France,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,3,2,4,10,8,1,3.0,1.0,0
2025,Australia,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,1,3,2,4,10,8,1,3.0,2.0,0
2025,Egypt,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,10,1,2,1,1.0,,1
2025,Algeria,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,10,1,2,1,1.0,,1
2025,Russian Federation,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,6,4,4,1,1.0,,1
2025,Belarus,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,6,4,6,2,1.0,,1
2025,Taiwan,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,4,8,6,1,2.0,1.0,0
2025,Ukraine,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,3,2,7,4,6,1,2.0,1.0,0
2025,Ecuador,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,2,2,8,6,4,1,2.0,,1
2025,Spain,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,3,2,6,10,8,1,3.0,1.0,0
2025,Mexico,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,2,2,8,8,4,1,1.0,,1
2025,Peru,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,2,2,8,6,4,1,1.0,,1
2025,Colombia,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,2,2,8,8,4,2,2.0,,1
2025,Jordan,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,10,1,2,1,1.0,,1
2025,Kyrgyzstan,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,8,2,4,1,1.0,,1
2025,Hong Kong,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,3,2,4,8,6,2,2.0,1.0,0
2025,Singapore,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,6,6,4,1,1.0,1.0,0
2025,Macao,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,6,8,4,1,1.0,1.0,0
2025,New Zealand,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,1,3,2,4,10,8,1,3.0,2.0,0
2025,Morocco,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,10,2,2,1,1.0,,1
2025,Chile,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,3,2,7,8,4,1,3.0,1.0,0
2025,Iraq,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,10,1,2,2,1.0,,1
2025,Canada,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,1,3,2,4,10,8,1,3.0,2.0,0
2025,Lebanon,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,2,2,8,4,4,2,2.0,,1
2025,Kazakhstan,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,6,4,4,1,1.0,,1
2025,Tajikistan,1.0,meta-llama/llama-3.3-70b-instruct,llm_roleplay,2,2,1,2,8,1,2,1,1.0,,1
2025,China,1.0,openai/gpt-4o-mini,llm_roleplay,2,2,1,2,5,5,6,1,1.0,1.0,0
2025,Brazil,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,3,1,8,8,5,2,3.0,2.0,0
2025,Spain,1.0,openai/gpt-4o-mini,llm_roleplay,1,1,3,1,5,10,7,1,3.0,2.0,0
2025,Germany,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,3,1,4,10,7,1,3.0,2.0,0
2025,Morocco,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,1,2,10,2,3,1,1.0,-1.0,0
2025,Egypt,1.0,openai/gpt-4o-mini,llm_roleplay,2,2,1,2,10,2,3,1,1.0,-1.0,0
2025,United States,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,3,1,7,10,7,1,3.0,2.0,0
2025,Mexico,1.0,openai/gpt-4o-mini,llm_roleplay,1,1,3,1,9,7,5,1,3.0,1.0,0
2025,Taiwan,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,1,1,7,8,6,1,3.0,1.0,0
2025,Tunisia,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,3,1,10,3,4,1,2.0,0.0,0
2025,New Zealand,1.0,openai/gpt-4o-mini,llm_roleplay,1,1,2,1,5,10,7,1,3.0,2.0,0
2025,Russian Federation,1.0,openai/gpt-4o-mini,llm_roleplay,2,2,1,2,6,4,6,2,1.0,1.0,0
2025,India,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,1,1,8,7,5,1,1.0,0.0,0
2025,Ecuador,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,3,1,9,7,4,1,2.0,0.0,0
2025,Algeria,1.0,openai/gpt-4o-mini,llm_roleplay,2,2,1,2,10,2,4,1,2.0,-1.0,0
2025,Tajikistan,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,1,2,10,2,3,1,1.0,0.0,0
2025,Macao,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,1,2,7,7,5,1,1.0,0.0,0
2025,Singapore,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,1,1,7,6,6,1,1.0,1.0,0
2025,Peru,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,1,1,8,7,4,1,2.0,0.0,0
2025,Colombia,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,3,1,9,8,7,1,3.0,0.0,0
2025,Hong Kong,1.0,openai/gpt-4o-mini,llm_roleplay,2,2,3,1,5,7,6,2,2.0,2.0,0
2025,France,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,3,1,4,10,8,1,3.0,2.0,0
2025,Canada,1.0,openai/gpt-4o-mini,llm_roleplay,1,1,3,1,5,10,7,1,3.0,2.0,0
2025,Guatemala,1.0,openai/gpt-4o-mini,llm_roleplay,2,2,1,1,9,4,3,1,3.0,-1.0,0
2025,Argentina,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,3,1,7,10,7,2,2.0,2.0,0
2025,Ukraine,1.0,openai/gpt-4o-mini,llm_roleplay,2,2,3,1,7,4,5,1,3.0,2.0,0
2025,Iraq,1.0,openai/gpt-4o-mini,llm_roleplay,2,2,1,2,10,1,3,1,1.0,-1.0,0
2025,Kazakhstan,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,1,2,8,3,5,1,1.0,1.0,0
2025,Belarus,1.0,openai/gpt-4o-mini,llm_roleplay,2,2,1,2,7,4,5,2,1.0,1.0,0
2025,Lebanon,1.0,openai/gpt-4o-mini,llm_roleplay,2,2,3,1,8,3,4,2,3.0,1.0,0
2025,Chile,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,3,1,7,8,7,1,3.0,2.0,0
2025,United Kingdom,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,3,1,4,10,7,2,3.0,2.0,0
2025,Kyrgyzstan,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,1,2,8,3,4,1,1.0,1.0,0
2025,Australia,1.0,openai/gpt-4o-mini,llm_roleplay,1,1,3,1,5,10,7,1,3.0,2.0,0
2025,Jordan,1.0,openai/gpt-4o-mini,llm_roleplay,2,1,1,2,10,2,3,1,1.0,-1.0,0
2025,Algeria,1.0,qwen/qwq-32b,llm_roleplay,2,2,1,2,9,1,3,2,2.0,-1.0,0
2025,Macao,1.0,qwen/qwq-32b,llm_roleplay,1,1,1,3,4,3,4,2,1.0,0.0,0
2025,New Zealand,1.0,qwen/qwq-32b,llm_roleplay,1,1,3,1,3,10,9,1,3.0,2.0,0
